DATE	TIME	BOROUGH	ZIP CODE	LATITUDE	LONGITUDE	LOCATION	ON STREET NAME	CROSS STREET NAME	OFF STREET NAME	NUMBER OF PERSONS INJURED	NUMBER OF PERSONS KILLED	NUMBER OF PEDESTRIANS INJURED	NUMBER OF PEDESTRIANS KILLED	NUMBER OF CYCLIST INJURED	NUMBER OF CYCLIST KILLED	NUMBER OF MOTORIST INJURED	NUMBER OF MOTORIST KILLED	CONTRIBUTING FACTOR VEHICLE 1	CONTRIBUTING FACTOR VEHICLE 2	CONTRIBUTING FACTOR VEHICLE 3	CONTRIBUTING FACTOR VEHICLE 4	CONTRIBUTING FACTOR VEHICLE 5	UNIQUE KEY	VEHICLE TYPE CODE 1	VEHICLE TYPE CODE 2	VEHICLE TYPE CODE 3	VEHICLE TYPE CODE 4	VEHICLE TYPE CODE 5
03/13/2017	18:50			40.608	-74.001724	(40.608, -74.001724)	18 AVENUE                       			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3631937	SPORT UTILITY / STATION WAGON				
03/13/2017	18:54	STATEN ISLAND	10309	40.526264	-74.20153	(40.526264, -74.20153)	AMBOY ROAD                      	SEGUINE AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction					3631389	SPORT UTILITY / STATION WAGON				
03/13/2017	18:55			40.610523	-74.00806	(40.610523, -74.00806)			86 STREET                               	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631938					
03/13/2017	19:00	BROOKLYN	11236	40.635506	-73.913284	(40.635506, -73.913284)	FLATLANDS AVENUE                	EAST 80 STREET		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3631903	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:00	QUEENS	11418	40.690357	-73.84109	(40.690357, -73.84109)	104 STREET                      	ATLANTIC AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631521	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	19:00	QUEENS	11694	40.581764	-73.83847	(40.581764, -73.83847)			116-02    BEACH CHANNEL DRIVE           	0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3632454	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	19:00			40.680946	-73.90703	(40.680946, -73.90703)	BROADWAY                        			0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3635275	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:00			40.750443	-73.96599	(40.750443, -73.96599)				0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631512	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:00	BROOKLYN	11223	40.604656	-73.96427	(40.604656, -73.96427)			1805      EAST 8 STREET                 	1	0	0	0	0	0	1	0	Driver Inattention/Distraction	Unspecified				3631829	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:00			40.667236	-73.770004	(40.667236, -73.770004)				1	0	0	0	0	0	1	0	Unspecified	Unspecified				3631432	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	19:00			40.666252	-73.86205	(40.666252, -73.86205)	STANLEY AVENUE                  			2	0	0	0	0	0	2	0	Other Vehicular	Failure to Yield Right-of-Way				3632523	PASSENGER VEHICLE				
03/13/2017	19:06	BRONX	10451	40.820515	-73.930695	(40.820515, -73.930695)	EXTERIOR STREET                 	EAST 150 STREET		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Other Vehicular				3632411	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	19:10	QUEENS	11354	40.76407	-73.80914	(40.76407, -73.80914)	156 STREET                      	NORTHERN BOULEVARD		0	0	0	0	0	0	0	0	Backing Unsafely	Backing Unsafely				3631480	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:11	MANHATTAN	10003	40.733696	-73.98599	(40.733696, -73.98599)			215       EAST 15 STREET                	0	0	0	0	0	0	0	0	Unspecified					3632249	PASSENGER VEHICLE				
03/13/2017	19:13	BRONX	10457	40.847668	-73.89772	(40.847668, -73.89772)			1933      WASHINGTON AVENUE             	0	0	0	0	0	0	0	0	Driver Inexperience	Unspecified				3631871	PASSENGER VEHICLE				
03/13/2017	19:15	QUEENS	11435	40.69068	-73.804214	(40.69068, -73.804214)	INWOOD STREET                   	SHORE AVENUE		1	0	0	0	0	0	1	0	Failure to Yield Right-of-Way	Unspecified				3632083	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	19:15			40.79737	-73.91981	(40.79737, -73.91981)				1	0	0	0	0	0	1	0	Following Too Closely	Unspecified				3632166	SPORT UTILITY / STATION WAGON	TAXI			
03/13/2017	19:30	BRONX	10458	40.854015	-73.88403	(40.854015, -73.88403)			710       EAST 187 STREET               	0	0	0	0	0	0	0	0	Passing or Lane Usage Improper	Unspecified				3631872	SPORT UTILITY / STATION WAGON				
03/13/2017	19:30	MANHATTAN	10010	40.739643	-73.98506	(40.739643, -73.98506)			131       EAST 23 STREET                	0	0	0	0	0	0	0	0	Other Vehicular	Failure to Yield Right-of-Way				3632124	TAXI				
03/13/2017	19:30	QUEENS	11354	40.766815	-73.83038	(40.766815, -73.83038)	LATIMER PLACE                   	137 STREET		0	0	0	0	0	0	0	0	Turning Improperly	Unspecified				3631477	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:30	QUEENS	11354	40.76526	-73.81502	(40.76526, -73.81502)			150-07    NORTHERN BOULEVARD            	0	0	0	0	0	0	0	0	Passing or Lane Usage Improper	Oversized Vehicle				3631476	PASSENGER VEHICLE				
03/13/2017	19:30	QUEENS	11372	40.750435	-73.873085	(40.750435, -73.873085)			37-14     94 STREET                     	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632370	PASSENGER VEHICLE				
03/13/2017	19:30			40.87167	-73.8486	(40.87167, -73.8486)	EAST GUN HILL ROAD              			0	0	0	0	0	0	0	0	Turning Improperly	Failure to Yield Right-of-Way				3632253	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:30			40.745148	-73.93348	(40.745148, -73.93348)	QUEENS BOULEVARD                			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631638	PASSENGER VEHICLE				
03/13/2017	19:30			40.868015	-73.89997	(40.868015, -73.89997)	WEST KINGSBRIDGE ROAD           	RESERVOIR AVENUE		0	0	0	0	0	0	0	0	Unspecified					3631930	PASSENGER VEHICLE				
03/13/2017	19:30			40.602806	-74.062874	(40.602806, -74.062874)				0	0	0	0	0	0	0	0	Unsafe Lane Changing	Unspecified				3632096	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/13/2017	19:30			40.765434	-73.86268	(40.765434, -73.86268)				0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3632213	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	19:30			40.84009	-73.88036	(40.84009, -73.88036)	BOSTON ROAD                     	EAST TREMONT AVENUE		2	0	0	0	0	0	2	0	Failure to Yield Right-of-Way	Unspecified				3631668	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	19:35			40.866802	-73.88444	(40.866802, -73.88444)	WEBSTER AVENUE                  			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631758	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:35			40.741806	-73.8463	(40.741806, -73.8463)				0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631631	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:35	BROOKLYN	11203	40.648716	-73.92139	(40.648716, -73.92139)	EAST 59 STREET                  	TILDEN AVENUE		1	0	0	0	0	0	1	0	Unspecified	Unspecified				3632864	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	19:39			40.7418	-73.72815	(40.7418, -73.72815)				0	0	0	0	0	0	0	0	Unspecified					3631437	SPORT UTILITY / STATION WAGON				
03/13/2017	19:40	BROOKLYN	11233	40.669918	-73.91889	(40.669918, -73.91889)	EASTERN PARKWAY                 	SAINT JOHNS PLACE		0	0	0	0	0	0	0	0	Unsafe Lane Changing	Unspecified				3631788	PASSENGER VEHICLE				
03/13/2017	19:40	MANHATTAN	10002	40.719025	-73.98978	(40.719025, -73.98978)	DELANCEY STREET                 	ORCHARD STREET		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3631725	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	19:40	MANHATTAN	10027	40.808147	-73.94893	(40.808147, -73.94893)			2077      7 AVENUE                      	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Following Too Closely				3632431	TAXI	SPORT UTILITY / STATION WAGON			
03/13/2017	19:40			40.768707	-73.72889	(40.768707, -73.72889)	BATES ROAD                      			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631428	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/13/2017	19:40			40.877068	-73.906105	(40.877068, -73.906105)	WEST 230 STREET                 	BROADWAY		0	0	0	0	0	0	0	0	Unspecified					3631927	PASSENGER VEHICLE				
03/13/2017	19:44	BROOKLYN	11235	40.58776	-73.9562	(40.58776, -73.9562)	AVENUE Z                        	EAST 13 STREET		1	0	0	0	0	0	1	0	Reaction to Other Uninvolved Vehicle	Unspecified				3631832	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	19:45	MANHATTAN	10027	40.807457	-73.94571	(40.807457, -73.94571)			290       LENOX AVENUE                  	1	0	1	0	0	0	0	0	Unspecified					3632419	PASSENGER VEHICLE				
03/13/2017	19:45	QUEENS	11354	40.759567	-73.83015	(40.759567, -73.83015)	MAIN STREET                     	ROOSEVELT AVENUE		1	0	1	0	0	0	0	0	Failure to Yield Right-of-Way					3631479	BICYCLE				
03/13/2017	19:46	MANHATTAN	10007	40.71523	-74.01334	(40.71523, -74.01334)	WEST STREET                     	MURRAY STREET		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3631981	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	19:48	QUEENS	11417	40.672146	-73.84318	(40.672146, -73.84318)	PITKIN AVENUE                   	CROSS BAY BOULEVARD		0	0	0	0	0	0	0	0	Turning Improperly	Unspecified				3631691	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	1:10	BROOKLYN	11234	40.6224	-73.936646	(40.6224, -73.936646)	FLATBUSH AVENUE                 	KINGS HIGHWAY		0	0	0	0	0	0	0	0	Unspecified					3631577	SPORT UTILITY / STATION WAGON				
03/13/2017	1:10	QUEENS	11103	40.75598	-73.91373	(40.75598, -73.91373)			32-24     47 STREET                     	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3630942	PASSENGER VEHICLE	TAXI			
03/13/2017	1:15			40.82447	-73.82286	(40.82447, -73.82286)	CROSS BRONX EXPRESSWAY          			1	0	0	0	0	0	1	0	Alcohol Involvement	Unspecified	Unspecified	Unspecified	Unspecified	3631849	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE	PASSENGER VEHICLE
03/13/2017	1:30			40.68979	-73.75202	(40.68979, -73.75202)	198 STREET                      			0	0	0	0	0	0	0	0	Failure to Keep Right	Unspecified				3630886	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:00	BRONX	10469	40.871895	-73.84789	(40.871895, -73.84789)			1348      BURKE AVENUE                  	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632254	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:00	BROOKLYN	11216	40.67164	-73.95034	(40.67164, -73.95034)	SAINT JOHNS PLACE               	NOSTRAND AVENUE		0	0	0	0	0	0	0	0	Unspecified					3631523	PASSENGER VEHICLE				
03/13/2017	20:00	BROOKLYN	11221	40.6843	-73.94121	(40.6843, -73.94121)	THROOP AVENUE                   	JEFFERSON AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3631685	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	20:00	QUEENS	11372	40.751102	-73.8912	(40.751102, -73.8912)	75 STREET                       	35 AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3632383	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	20:00			40.769737	-73.91244	(40.769737, -73.91244)	37 STREET                       			0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3631717	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:00			40.59781	-73.99938	(40.59781, -73.99938)	CROPSEY AVENUE                  			0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3631939	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/13/2017	20:00	BRONX	10459	40.821598	-73.89787	(40.821598, -73.89787)	WESTCHESTER AVENUE              	ROGERS PLACE		1	0	0	0	0	0	1	0	Unspecified	Unspecified				3633206	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:00	BROOKLYN	11222	40.72974	-73.959	(40.72974, -73.959)			46        GREENPOINT AVENUE             	1	0	0	0	0	0	1	0	Failure to Yield Right-of-Way	Unspecified				3631891	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:01			40.84506	-73.916855	(40.84506, -73.916855)				0	0	0	0	0	0	0	0	Unsafe Lane Changing	Unspecified				3631464	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/13/2017	20:02	MANHATTAN	10036	40.757133	-73.98359	(40.757133, -73.98359)			123       WEST 45 STREET                	0	0	0	0	0	0	0	0	Passenger Distraction	Unspecified				3631597	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:02			40.72919	-73.98724	(40.72919, -73.98724)	2 AVENUE                        			1	0	1	0	0	0	0	0	Pedestrian/Bicyclist/Other Pedestrian Error/Confusion					3632420	BICYCLE				
03/13/2017	20:05	BROOKLYN	11208	40.67557	-73.870804	(40.67557, -73.870804)			2743      PITKIN AVENUE                 	0	0	0	0	0	0	0	0	Unspecified					3631632	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	20:06						HAMILTON AVENUE                 	3 AVENUE		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3631424	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	20:09			40.77364	-73.95986	(40.77364, -73.95986)	LEXINGTON AVENUE                			0	0	0	0	0	0	0	0	Driver Inexperience	Driver Inexperience				3631707	PASSENGER VEHICLE				
03/13/2017	20:10			40.699955	-73.98682	(40.699955, -73.98682)	SANDS STREET                    	JAY STREET		0	0	0	0	0	0	0	0	Unsafe Speed	Unspecified				3632338	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:15	BROOKLYN	11236	40.644226	-73.899796	(40.644226, -73.899796)	FLATLANDS AVENUE                	EAST 98 STREET		0	0	0	0	0	0	0	0	Following Too Closely	Other Vehicular				3631911	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:15			40.86507	-73.87185	(40.86507, -73.87185)				0	0	0	0	0	0	0	0	Unspecified	Unspecified				3631487	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:15	MANHATTAN	10025	40.792095	-73.97366	(40.792095, -73.97366)	BROADWAY                        	WEST 92 STREET		1	0	0	0	0	0	1	0	Driver Inexperience	Driver Inexperience				3632245	PASSENGER VEHICLE				
03/13/2017	20:15	BROOKLYN	11212	40.66157	-73.91548	(40.66157, -73.91548)	LIVONIA AVENUE                  	SARATOGA AVENUE		4	0	0	0	0	0	4	0	Unspecified	Unspecified				3631865	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:17	MANHATTAN	10018	40.758305	-74.000145	(40.758305, -74.000145)	WEST 38 STREET                  	11 AVENUE		0	0	0	0	0	0	0	0	Turning Improperly	Unspecified				3632219	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	20:20	BROOKLYN	11233	40.67674	-73.91091	(40.67674, -73.91091)			188       ROCKAWAY AVENUE               	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3631787	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	20:20	BROOKLYN	11249	40.71138	-73.96645	(40.71138, -73.96645)	WYTHE AVENUE                    	SOUTH 6 STREET		0	0	0	0	0	0	0	0	Unspecified					3631562	PASSENGER VEHICLE				
03/13/2017	20:20			40.750443	-73.96599	(40.750443, -73.96599)				0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631514	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/13/2017	20:30	BROOKLYN	11219	40.62229	-73.99809	(40.62229, -73.99809)			6702      NEW UTRECHT AVENUE            	0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Unspecified				3631940	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	20:30			40.75829	-73.83431	(40.75829, -73.83431)	COLLEGE POINT BOULEVARD         	ROOSEVELT AVENUE		1	0	1	0	0	0	0	0	Unspecified					3631478	SPORT UTILITY / STATION WAGON				
03/13/2017	20:40	MANHATTAN	10032	40.833344	-73.94167	(40.833344, -73.94167)			1977      AMSTERDAM AVENUE              	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3631960	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:40	BRONX	10471	40.908127	-73.90001	(40.908127, -73.90001)	FIELDSTON ROAD                  	WEST 260 STREET		1	0	1	0	0	0	0	0	Failure to Yield Right-of-Way					3631928	SPORT UTILITY / STATION WAGON				
03/13/2017	20:40			40.65945	-73.89847	(40.65945, -73.89847)	NEW LOTS AVENUE                 			1	0	1	0	0	0	0	0	Driver Inattention/Distraction					3631641	SPORT UTILITY / STATION WAGON				
03/13/2017	20:41			40.885784	-73.81496	(40.885784, -73.81496)				0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633336	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	20:45			40.651264	-74.003914	(40.651264, -74.003914)	39 STREET                       			0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Driver Inattention/Distraction				3631496	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	20:45			40.805058	-73.93904	(40.805058, -73.93904)	PARK AVENUE                     			0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3631463	PASSENGER VEHICLE				
03/13/2017	20:45			40.666595	-73.87176	(40.666595, -73.87176)	FOUNTAIN AVENUE                 			2	0	0	0	0	0	2	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3632526	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	20:56			40.803947	-73.928	(40.803947, -73.928)				0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3632373	SPORT UTILITY / STATION WAGON				
03/13/2017	21:00	BROOKLYN	11223	40.59985	-73.9613	(40.59985, -73.9613)			2337      CONEY ISLAND AVENUE           	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631843	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	21:00	QUEENS	11379	40.717205	-73.88493	(40.717205, -73.88493)			70-15     JUNIPER BOULEVARD SOUTH       	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3637381	SPORT UTILITY / STATION WAGON				
03/13/2017	21:00						Ed Koch Queensborough Bridge    	21 street		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631640	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	21:00	BROOKLYN	11204	40.61805	-73.98069	(40.61805, -73.98069)	60 STREET                       	21 AVENUE		1	0	0	0	0	0	1	0	Traffic Control Disregarded	Unspecified				3632449	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	21:00	BROOKLYN	11237	40.702255	-73.92008	(40.702255, -73.92008)	IRVING AVENUE                   	STOCKHOLM STREET		1	0	1	0	0	0	0	0	Turning Improperly					3632678					
03/13/2017	21:00			40.65295	-73.911026	(40.65295, -73.911026)	ROCKAWAY PARKWAY                			1	0	0	0	0	0	1	0	Unspecified	Unspecified				3632866	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	21:02	BROOKLYN	11217	40.680523	-73.97871	(40.680523, -73.97871)			680       WARREN STREET                 	1	0	0	0	0	0	1	0	Unsafe Speed	Unspecified				3631652	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	21:02	BRONX	10461	40.842808	-73.8503	(40.842808, -73.8503)			2504      EAST TREMONT AVENUE           	5	0	0	0	0	0	5	0	Turning Improperly	Unspecified				3631498	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	21:04	MANHATTAN	10028	40.8047	-73.91243	(40.8047, -73.91243)	EAST 86 STREET                  	3 AVENUE		0	0	0	0	0	0	0	0	Other Vehicular	Unsafe Lane Changing				3632376	SPORT UTILITY / STATION WAGON				
03/13/2017	21:04			40.8047	-73.91243	(40.8047, -73.91243)	BRUCKNER BOULEVARD              	EAST 138 STREET		0	0	0	0	0	0	0	0	Unsafe Lane Changing	Other Vehicular				3632732	SPORT UTILITY / STATION WAGON				
03/13/2017	21:05			40.636005	-73.91251	(40.636005, -73.91251)	EAST 81 STREET                  			0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3631902	PICK-UP TRUCK	PASSENGER VEHICLE			
03/13/2017	21:05						WEST DRIVE                      	5 STREET WALK		1	0	0	0	1	0	0	0	Animals Action					3631646	BICYCLE				
03/13/2017	21:15			40.764267	-73.722946	(40.764267, -73.722946)				0	0	0	0	0	0	0	0	Unsafe Lane Changing	Unsafe Lane Changing				3631429	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/13/2017	21:15	QUEENS	11385	40.70333	-73.8638	(40.70333, -73.8638)	MYRTLE AVENUE                   	85 STREET		1	0	1	0	0	0	0	0	Backing Unsafely					3631680	PASSENGER VEHICLE				
03/13/2017	21:24			40.85638	-73.82631	(40.85638, -73.82631)				0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632059	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/13/2017	21:25	BROOKLYN	11234	40.61368	-73.911934	(40.61368, -73.911934)	MILL AVENUE                     	STRICKLAND AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632727	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	21:29	BROOKLYN	11210	40.632885	-73.94771	(40.632885, -73.94771)	FLATBUSH AVENUE                 	NOSTRAND AVENUE		1	0	1	0	0	0	0	0	Unspecified					3632471	PASSENGER VEHICLE				
03/13/2017	21:30	MANHATTAN	10013	40.71778	-73.99683	(40.71778, -73.99683)			171       HESTER STREET                 	0	0	0	0	0	0	0	0	Other Vehicular	Unspecified				3632381	PASSENGER VEHICLE				
03/13/2017	21:35			40.690598	-73.83516	(40.690598, -73.83516)	110 STREET                      			0	0	0	0	0	0	0	0	Alcohol Involvement	Unspecified	Unspecified			3631839	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON		
03/13/2017	21:40			40.575333	-74.16179	(40.575333, -74.16179)	FOREST HILL ROAD                	PLATINUM AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified	Unspecified			3633317	PASSENGER VEHICLE	PASSENGER VEHICLE	PASSENGER VEHICLE		
03/13/2017	21:45	BRONX	10474	40.80578	-73.877304	(40.80578, -73.877304)			355       FOOD CENTER DRIVE             	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633190	PICK-UP TRUCK	PICK-UP TRUCK			
03/13/2017	21:45	QUEENS	11418	40.70093	-73.817825	(40.70093, -73.817825)			134-05    89 AVENUE                     	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631517	PASSENGER VEHICLE				
03/13/2017	21:45			40.79522	-73.921524	(40.79522, -73.921524)				0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3632062	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	21:45	BRONX	10458	40.862442	-73.896645	(40.862442, -73.896645)			213       EAST FORDHAM ROAD             	3	0	0	0	0	0	3	0	Unsafe Speed	Unsafe Lane Changing				3631759	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	21:55	BROOKLYN	11217	40.680218	-73.97789	(40.680218, -73.97789)	WARREN STREET                   	5 AVENUE		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3631647	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	21:59	BROOKLYN	11224	40.57858	-73.9884	(40.57858, -73.9884)	NEPTUNE AVENUE                  	WEST 21 STREET		1	0	0	0	0	0	1	0	Failure to Yield Right-of-Way	Unspecified				3632088	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/13/2017	22:00	BROOKLYN	11212	40.66795	-73.9181	(40.66795, -73.9181)			27        LEGION STREET                 	0	0	0	0	0	0	0	0	Unspecified					3632263	SPORT UTILITY / STATION WAGON				
03/13/2017	22:00			40.734314	-73.93803	(40.734314, -73.93803)	GREENPOINT AVENUE               	REVIEW AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3631649					
03/13/2017	22:00	QUEENS	11368	40.742527	-73.85454	(40.742527, -73.85454)			53-09     108 STREET                    	1	0	0	0	0	0	1	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3631639	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/13/2017	22:00			40.882328	-73.85369	(40.882328, -73.85369)	PAULDING AVENUE                 			1	0	0	0	0	0	1	0	Unsafe Speed	Unspecified	Unspecified			3632188	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE		
03/13/2017	22:05			40.714314	-73.97481	(40.714314, -73.97481)				0	0	0	0	0	0	0	0	Unspecified					3631456	PASSENGER VEHICLE				
03/13/2017	22:10	BROOKLYN	11230	40.634415	-73.96408	(40.634415, -73.96408)			619       RUGBY ROAD                    	0	0	0	0	0	0	0	0	Unspecified					3632997	PASSENGER VEHICLE	PICK-UP TRUCK			
03/13/2017	22:10			40.741394	-73.82303	(40.741394, -73.82303)				0	0	0	0	0	0	0	0	Failure to Keep Right	Unspecified				3631610	PASSENGER VEHICLE				
03/13/2017	22:15	STATEN ISLAND	10304	40.605396	-74.08955	(40.605396, -74.08955)	BALTIC AVENUE                   	BRITTON AVENUE		0	0	0	0	0	0	0	0	Reaction to Other Uninvolved Vehicle					3631965	PASSENGER VEHICLE				
03/13/2017	22:17	BROOKLYN	11228	40.614594	-74.0228	(40.614594, -74.0228)	92 STREET                       	7 AVENUE		1	0	0	0	0	0	1	0	Unspecified	Unspecified				3632036	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/13/2017	22:20	BRONX	10465	40.816082	-73.81563	(40.816082, -73.81563)	HARDING AVENUE                  	EAST TREMONT AVENUE		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632048	PICK-UP TRUCK	SPORT UTILITY / STATION WAGON			
03/13/2017	22:30	MANHATTAN	10018	40.755096	-73.99137	(40.755096, -73.99137)			585       8 AVENUE                      	1	0	1	0	0	0	0	0	Passing or Lane Usage Improper					3632127	SPORT UTILITY / STATION WAGON				
