DATE	TIME	BOROUGH	ZIP CODE	LATITUDE	LONGITUDE	LOCATION	ON STREET NAME	CROSS STREET NAME	OFF STREET NAME	NUMBER OF PERSONS INJURED	NUMBER OF PERSONS KILLED	NUMBER OF PEDESTRIANS INJURED	NUMBER OF PEDESTRIANS KILLED	NUMBER OF CYCLIST INJURED	NUMBER OF CYCLIST KILLED	NUMBER OF MOTORIST INJURED	NUMBER OF MOTORIST KILLED	CONTRIBUTING FACTOR VEHICLE 1	CONTRIBUTING FACTOR VEHICLE 2	CONTRIBUTING FACTOR VEHICLE 3	CONTRIBUTING FACTOR VEHICLE 4	CONTRIBUTING FACTOR VEHICLE 5	UNIQUE KEY	VEHICLE TYPE CODE 1	VEHICLE TYPE CODE 2	VEHICLE TYPE CODE 3	VEHICLE TYPE CODE 4	VEHICLE TYPE CODE 5
03/15/2017	13:00						morris avenue                   	3rd avenue		0	0	0	0	0	0	0	0	Unspecified					3633197	PASSENGER VEHICLE				
03/15/2017	10:20						GRAHAM COURT                    	119 STREET		0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3632193	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	10:24	MANHATTAN	10038	40.706852	-74.00501	(40.706852, -74.00501)	WATER STREET                    	JOHN STREET		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3635270	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	10:25	MANHATTAN	10002	40.721935	-73.987404	(40.721935, -73.987404)			180       LUDLOW STREET                 	0	0	0	0	0	0	0	0	Unspecified					3633969	PICK-UP TRUCK	PICK-UP TRUCK			
03/15/2017	10:26	BROOKLYN	11207	40.661076	-73.8848	(40.661076, -73.8848)			2108      LINDEN BOULEVARD              	1	0	1	0	0	0	0	0	Unspecified					3632545					
03/15/2017	10:30	BRONX	10472	40.830055	-73.86499	(40.830055, -73.86499)	TAYLOR AVENUE                   	GLEASON AVENUE		0	0	0	0	0	0	0	0	Unspecified					3632286					
03/15/2017	10:30	BROOKLYN	11208	40.681206	-73.88597	(40.681206, -73.88597)			172       CLEVELAND STREET              	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633904	PICK-UP TRUCK	PASSENGER VEHICLE			
03/15/2017	10:30									0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3632282	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	10:35	MANHATTAN	10002	40.716564	-73.98091	(40.716564, -73.98091)			262       DELANCEY STREET               	0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3633970	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	10:35									0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3632483	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	10:35	MANHATTAN	10023	40.844894	-73.82408	(40.844894, -73.82408)	WEST END AVENUE                 	WEST 66 STREET		1	0	1	0	0	0	0	0	Failure to Yield Right-of-Way					3632576	TAXI				
03/15/2017	10:38	BROOKLYN	11201	40.688858	-73.98374	(40.688858, -73.98374)			253       LIVINGSTON STREET             	0	0	0	0	0	0	0	0	Other Vehicular	Pavement Slippery				3632453	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/15/2017	10:40	BROOKLYN	11232	40.649654	-74.01635	(40.649654, -74.01635)	49 STREET                       	2 AVENUE		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632306	PASSENGER VEHICLE				
03/15/2017	10:40	MANHATTAN	10017	40.750942	-73.971405	(40.750942, -73.971405)			819       2 AVENUE                      	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3632860	PICK-UP TRUCK	TAXI			
03/15/2017	10:45						WHITESTONE EXPRESSWAY           	20 AVENUE		0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3632693	PASSENGER VEHICLE				
03/15/2017	10:45			40.743427	-73.775475	(40.743427, -73.775475)				0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3632317	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/15/2017	10:48	BROOKLYN	11230	40.624977	-73.96326	(40.624977, -73.96326)	AVENUE J                        	EAST 13 STREET		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3633120	PICK-UP TRUCK	SPORT UTILITY / STATION WAGON			
03/15/2017	10:50	BRONX	10453	40.860165	-73.91028	(40.860165, -73.91028)			130       WEST 183 STREET               	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632612	SPORT UTILITY / STATION WAGON				
03/15/2017	10:50	MANHATTAN	10019	40.76463	-73.977905	(40.76463, -73.977905)			115       WEST 57 STREET                	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632781	PASSENGER VEHICLE	TAXI			
03/15/2017	10:50	MANHATTAN	10023	40.774395	-73.98099	(40.774395, -73.98099)			161       COLUMBUS AVENUE               	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632572	SPORT UTILITY / STATION WAGON	TAXI			
03/15/2017	10:55	BROOKLYN	11226	40.648792	-73.95228	(40.648792, -73.95228)	SNYDER AVENUE                   	ROGERS AVENUE		0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified	Unspecified	Unspecified		3632324	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON	
03/15/2017	10:55	BROOKLYN	11231	40.676834	-74.0108	(40.676834, -74.0108)	RICHARDS STREET                 	SULLIVAN STREET		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3635893	PASSENGER VEHICLE	PICK-UP TRUCK			
03/15/2017	10:55	MANHATTAN	10026	40.803524	-73.9486	(40.803524, -73.9486)			165       LENOX AVENUE                  	0	0	0	0	0	0	0	0	Reaction to Other Uninvolved Vehicle	Unspecified				3632468	TAXI				
03/15/2017	11:00	BRONX	10467	40.879818	-73.880226	(40.879818, -73.880226)			120       EAST 210 STREET               	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified	Unspecified			3632618	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON		
03/15/2017	11:00	BROOKLYN	11207	40.662453	-73.88383	(40.662453, -73.88383)			809       BARBEY STREET                 	0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3632602	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	11:00	BROOKLYN	11212	40.669785	-73.916595	(40.669785, -73.916595)	EAST NEW YORK AVENUE            	STRAUSS STREET		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633846	PASSENGER VEHICLE				
03/15/2017	11:00	BROOKLYN	11233	40.672245	-73.91241	(40.672245, -73.91241)			1922      PROSPECT PLACE                	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632647	PASSENGER VEHICLE				
03/15/2017	11:00	MANHATTAN	10016	40.748863	-73.97584	(40.748863, -73.97584)	3 AVENUE                        	EAST 39 STREET		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3633158	SPORT UTILITY / STATION WAGON				
03/15/2017	11:00	MANHATTAN	10029	40.798622	-73.94163	(40.798622, -73.94163)	EAST 116 STREET                 	LEXINGTON AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3633744	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	11:00	QUEENS	11413	40.679626	-73.738556	(40.679626, -73.738556)	131 AVENUE                      	230 STREET		0	0	0	0	0	0	0	0	Unsafe Speed	Unspecified				3633040	SPORT UTILITY / STATION WAGON				
03/15/2017	11:00	QUEENS	11418	40.69643	-73.81692	(40.69643, -73.81692)			132-05    ATLANTIC AVENUE               	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632261					
03/15/2017	11:00			40.759884	-73.9368	(40.759884, -73.9368)	36 AVENUE                       			0	0	0	0	0	0	0	0	Other Vehicular	Unspecified				3632332	TAXI				
03/15/2017	11:00			40.75443	-73.916084	(40.75443, -73.916084)			46 STREET                               	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632327	PASSENGER VEHICLE				
03/15/2017	11:07	STATEN ISLAND	10306	40.564777	-74.12785	(40.564777, -74.12785)			88        GUYON AVENUE                  	0	0	0	0	0	0	0	0	Backing Unsafely					3632567					
03/15/2017	11:11	BROOKLYN	11214	40.610516	-73.99889	(40.610516, -73.99889)	80 STREET                       	18 AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3634184	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	11:14	QUEENS	11691	40.60426	-73.75286	(40.60426, -73.75286)	BEACH 20 STREET                 	MOTT AVENUE		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632686	PASSENGER VEHICLE				
03/15/2017	11:15	BRONX	10461	40.847004	-73.83229	(40.847004, -73.83229)	WESTCHESTER AVENUE              	CROSBY AVENUE		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3633150	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	11:18	MANHATTAN	10018	40.755642	-73.99097	(40.755642, -73.99097)			607       8 AVENUE                      	0	0	0	0	0	0	0	0	Pavement Slippery	Pavement Slippery				3632740	TAXI				
03/15/2017	11:19			40.762802	-73.965675	(40.762802, -73.965675)			EAST 61 STREET                          	0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3632268	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	11:20	MANHATTAN	10003	40.735706	-73.98158	(40.735706, -73.98158)			320       EAST 20 STREET                	0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3632318	SPORT UTILITY / STATION WAGON				
03/15/2017	11:30	BROOKLYN	11211	40.71375	-73.94596	(40.71375, -73.94596)			294       MANHATTAN AVENUE              	0	0	0	0	0	0	0	0	Other Vehicular	Other Vehicular				3633051					
03/15/2017	11:30	BROOKLYN	11217	40.68186	-73.982155	(40.68186, -73.982155)			574       WARREN STREET                 	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632760	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/15/2017	11:30	QUEENS	11103	40.767544	-73.91202	(40.767544, -73.91202)			25-49     STEINWAY STREET               	0	0	0	0	0	0	0	0	Driver Inexperience	Unspecified				3632329	SPORT UTILITY / STATION WAGON				
03/15/2017	11:30			40.85834	-73.90612	(40.85834, -73.90612)	GRAND AVENUE                    			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Driver Inattention/Distraction				3632339	PASSENGER VEHICLE				
03/15/2017	11:30			40.73886	-73.73974	(40.73886, -73.73974)				3	0	0	0	0	0	3	0	Unspecified					3632623	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	11:35			40.599255	-73.9894	(40.599255, -73.9894)	24 AVENUE                       			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632828	PASSENGER VEHICLE	PICK-UP TRUCK			
03/15/2017	11:40	BROOKLYN	11203	40.65932	-73.93412	(40.65932, -73.93412)			585       SCHENECTADY AVENUE            	0	0	0	0	0	0	0	0	Unspecified					3632914	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	11:40			40.787945	-73.84289	(40.787945, -73.84289)	11 AVENUE                       			0	0	0	0	0	0	0	0	Backing Unsafely	Following Too Closely				3632694	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	11:45	BROOKLYN	11210	40.624496	-73.945435	(40.624496, -73.945435)	EAST 31 STREET                  	AVENUE K		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3632758	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	11:45	BROOKLYN	11229	40.6091	-73.95449	(40.6091, -73.95449)			1686      EAST 19 STREET                	0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3633467					
03/15/2017	11:45	BROOKLYN	11236	40.63428	-73.89617	(40.63428, -73.89617)			1542      CANARSIE ROAD                 	0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3632797	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	11:45			40.86758	-73.91842	(40.86758, -73.91842)	WEST 211 STREET                 			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Reaction to Other Uninvolved Vehicle				3632472	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	11:50	BROOKLYN	11206	40.70839	-73.939964	(40.70839, -73.939964)	BUSHWICK AVENUE                 	MESEROLE STREET		0	0	0	0	0	0	0	0	Unspecified					3633061	SPORT UTILITY / STATION WAGON				
03/15/2017	11:50			40.668964	-73.95059	(40.668964, -73.95059)	NOSTRAND AVENUE                 			1	0	0	0	0	0	1	0	Other Vehicular	Driver Inattention/Distraction	Other Vehicular			3632915	PASSENGER VEHICLE	VAN	PASSENGER VEHICLE		
03/15/2017	11:53			40.60701	-73.75102	(40.60701, -73.75102)	NAMEOKE STREET                  	AUGUSTINA AVENUE		0	0	0	0	0	0	0	0	Oversized Vehicle	Unspecified				3633378	SPORT UTILITY / STATION WAGON				
03/15/2017	11:55	QUEENS	11101	40.750584	-73.93721	(40.750584, -73.93721)			41-24     29 STREET                     	0	0	0	0	0	0	0	0	Unspecified					3632335	PICK-UP TRUCK	SPORT UTILITY / STATION WAGON			
03/15/2017	12:00	BROOKLYN	11208	40.6646	-73.86731	(40.6646, -73.86731)			933       CRESCENT STREET               	0	0	0	0	0	0	0	0	Unspecified					3632603	SPORT UTILITY / STATION WAGON				
03/15/2017	12:00	BROOKLYN	11209	40.625046	-74.02446	(40.625046, -74.02446)	81 STREET                       	5 AVENUE		0	0	0	0	0	0	0	0	Pavement Slippery	Pavement Slippery				3632491	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/15/2017	12:00	BROOKLYN	11209	40.620975	-74.02537	(40.620975, -74.02537)	86 STREET                       	GELSTON AVENUE		0	0	0	0	0	0	0	0	Unspecified					3632505	SPORT UTILITY / STATION WAGON				
03/15/2017	12:00	BROOKLYN	11222	40.728596	-73.95355	(40.728596, -73.95355)			831       MANHATTAN AVENUE              	0	0	0	0	0	0	0	0	Unspecified					3632487	SPORT UTILITY / STATION WAGON				
03/15/2017	12:00	BROOKLYN	11234	40.62877	-73.91825	(40.62877, -73.91825)	RALPH AVENUE                    	EAST 73 STREET		0	0	0	0	0	0	0	0	Unspecified					3632726	SPORT UTILITY / STATION WAGON				
03/15/2017	12:00	QUEENS	11378	40.723022	-73.90956	(40.723022, -73.90956)			58-72     MASPETH AVENUE                	0	0	0	0	0	0	0	0	Unspecified					3633068	PICK-UP TRUCK				
03/15/2017	12:00	QUEENS	11432	40.715984	-73.77642	(40.715984, -73.77642)	CHELSEA STREET                  	87 ROAD		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632522	PASSENGER VEHICLE				
03/15/2017	12:00			40.665142	-73.99669	(40.665142, -73.99669)	19 STREET                       			0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3632310	SPORT UTILITY / STATION WAGON				
03/15/2017	12:00			40.631622	-74.01696	(40.631622, -74.01696)	7 AVENUE                        	BAY RIDGE AVENUE		0	0	0	0	0	0	0	0	Unspecified					3632492	PASSENGER VEHICLE				
03/15/2017	12:00			40.71807	-73.96414	(40.71807, -73.96414)	KENT AVENUE                     			0	0	0	0	0	0	0	0	Passing or Lane Usage Improper	Unspecified				3632488					
03/15/2017	12:00			40.630577	-73.88591	(40.630577, -73.88591)				0	0	0	0	0	0	0	0	Unspecified					3632903	PASSENGER VEHICLE				
03/15/2017	12:00			40.651863	-73.86536	(40.651863, -73.86536)				0	0	0	0	0	0	0	0	Obstruction/Debris					3632520	PASSENGER VEHICLE				
03/15/2017	12:08	MANHATTAN	10036	40.75629	-73.986755	(40.75629, -73.986755)			607       7 AVENUE                      	0	0	0	0	0	0	0	0	Pavement Slippery	Pavement Slippery				3632741	PASSENGER VEHICLE				
03/15/2017	12:12	BRONX	10456	40.829697	-73.91313	(40.829697, -73.91313)	EAST 166 STREET                 	TELLER AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3633142	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	12:15	BROOKLYN	11222				Vandervoort ave                 	Lombardy street		0	0	0	0	0	0	0	0	Passing or Lane Usage Improper	Unspecified				3632489	SPORT UTILITY / STATION WAGON				
03/15/2017	12:15	BROOKLYN	11223	40.604904	-73.96169	(40.604904, -73.96169)			2141      CONEY ISLAND AVENUE           	0	0	0	0	0	0	0	0	Driver Inattention/Distraction					3633468	PASSENGER VEHICLE				
03/15/2017	12:15	MANHATTAN	10016	40.748863	-73.97584	(40.748863, -73.97584)	3 AVENUE                        	EAST 39 STREET		0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way					3635299	TAXI				
03/15/2017	12:15	MANHATTAN	10036	40.757233	-73.9898	(40.757233, -73.9898)	8 AVENUE                        	WEST 42 STREET		0	0	0	0	0	0	0	0	Failure to Yield Right-of-Way	Failure to Yield Right-of-Way				3632747	SPORT UTILITY / STATION WAGON				
03/15/2017	12:17	QUEENS	11366	40.733006	-73.775764	(40.733006, -73.775764)			196-15    75 AVENUE                     	0	0	0	0	0	0	0	0	Unspecified					3632476	PASSENGER VEHICLE				
03/15/2017	12:20	BRONX	10455	40.813175	-73.89845	(40.813175, -73.89845)	BRUCKNER BOULEVARD              	LEGGETT AVENUE		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3632564	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/15/2017	12:20	BROOKLYN	11218	40.643635	-73.97746	(40.643635, -73.97746)	CHURCH AVENUE                   	EAST 3 STREET		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3634484	PASSENGER VEHICLE	PICK-UP TRUCK			
03/15/2017	12:20	BROOKLYN	11226	40.641525	-73.956665	(40.641525, -73.956665)			1176      FLATBUSH AVENUE               	0	0	0	0	0	0	0	0	Other Vehicular					3633119	SPORT UTILITY / STATION WAGON				
03/15/2017	12:20			40.740185	-73.986374	(40.740185, -73.986374)	PARK AVENUE SOUTH               			0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3632325	TAXI	TAXI			
03/15/2017	12:30	BROOKLYN	11223	40.601673	-73.96372	(40.601673, -73.96372)			1942      EAST 8 STREET                 	0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified	Unspecified			3633482	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE	PICK-UP TRUCK		
03/15/2017	12:30	QUEENS	11422	40.65585	-73.7363	(40.65585, -73.7363)			253-12    147 DRIVE                     	0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3633053	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/15/2017	12:30	QUEENS	11432	40.70953	-73.7964	(40.70953, -73.7964)	HILLSIDE AVENUE                 	MERRICK BOULEVARD		0	0	0	0	0	0	0	0	Passing or Lane Usage Improper	Unspecified				3632503	SPORT UTILITY / STATION WAGON				
03/15/2017	12:30			40.703556	-73.95023	(40.703556, -73.95023)	UNION AVENUE                    			0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3632827	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/15/2017	12:30			40.848736	-73.93234	(40.848736, -73.93234)	WEST 181 STREET                 			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632473	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/15/2017	12:30	BROOKLYN	11220	40.647568	-74.01741	(40.647568, -74.01741)			223       52 STREET                     	1	0	1	0	0	0	0	0	Driver Inattention/Distraction					3633325	SPORT UTILITY / STATION WAGON				
03/15/2017	12:35	MANHATTAN	10025	40.796642	-73.96848	(40.796642, -73.96848)	AMSTERDAM AVENUE                	WEST 100 STREET		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Passing or Lane Usage Improper				3633129	SPORT UTILITY / STATION WAGON				
03/15/2017	12:40	MANHATTAN	10036	40.75979	-73.98793	(40.75979, -73.98793)	8 AVENUE                        	WEST 46 STREET		1	0	0	0	0	0	1	0	Following Too Closely	Unspecified				3632803	PASSENGER VEHICLE				
03/15/2017	12:45	MANHATTAN	10001				WEST 33 STREET                  	12 AVENUE		0	0	0	0	0	0	0	0	Following Too Closely	Unspecified				3632933	TAXI				
03/15/2017	12:45			40.599255	-73.9894	(40.599255, -73.9894)	24 AVENUE                       			0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632829	PICK-UP TRUCK	SPORT UTILITY / STATION WAGON			
03/15/2017	12:45			40.678387	-74.00247	(40.678387, -74.00247)				0	0	0	0	0	0	0	0	Unspecified					3632592	PASSENGER VEHICLE				
03/15/2017	12:53			40.74183	-73.956894	(40.74183, -73.956894)	BORDEN AVENUE                   	5 STREET		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632535	SPORT UTILITY / STATION WAGON				
03/15/2017	12:55	QUEENS	11365	40.72848	-73.80523	(40.72848, -73.80523)	164 STREET                      	72 AVENUE		2	0	0	0	0	0	2	0	Failure to Yield Right-of-Way	Unspecified				3632477	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/15/2017	13:00	BROOKLYN	11201	40.69613	-73.987114	(40.69613, -73.987114)	JAY STREET                      	TILLARY STREET		0	0	0	0	0	0	0	0	Unspecified					3632661	PASSENGER VEHICLE				
03/15/2017	13:00	BROOKLYN	11205				morris avenue                   	3rd street		0	0	0	0	0	0	0	0	Unspecified					3633198	SPORT UTILITY / STATION WAGON				
03/15/2017	13:00	BROOKLYN	11205				morris avenue                   	3rd street		0	0	0	0	0	0	0	0	Unspecified					3633199	PASSENGER VEHICLE				
03/15/2017	13:00	BROOKLYN	11216	40.679447	-73.94616	(40.679447, -73.94616)	HERKIMER STREET                 	HERKIMER COURT		0	0	0	0	0	0	0	0	Unspecified					3632773	PASSENGER VEHICLE				
03/15/2017	13:00	BROOKLYN	11222	40.724663	-73.95132	(40.724663, -73.95132)			663       MANHATTAN AVENUE              	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632494					
03/15/2017	13:00	QUEENS	11106	40.75546	-73.92736	(40.75546, -73.92736)	34 STREET                       	36 AVENUE		0	0	0	0	0	0	0	0	Pavement Slippery	Unspecified				3632334	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	13:00	QUEENS	11433	40.69606	-73.79737	(40.69606, -73.79737)			156-07    107 AVENUE                    	0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632538	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	13:00			40.607258	-74.00265	(40.607258, -74.00265)	18 AVENUE                       			0	0	0	0	0	0	0	0	Oversized Vehicle	Unspecified				3632846	SPORT UTILITY / STATION WAGON				
03/15/2017	13:00			40.668797	-73.93113	(40.668797, -73.93113)	EASTERN PARKWAY                 			0	0	0	0	0	0	0	0	Other Vehicular					3633377	PASSENGER VEHICLE	TAXI			
03/15/2017	13:00			40.73423	-73.906906	(40.73423, -73.906906)			59 STREET                               	0	0	0	0	0	0	0	0	Other Vehicular	Unspecified				3636298	SPORT UTILITY / STATION WAGON	PICK-UP TRUCK			
03/15/2017	13:00			40.646446	-73.87392	(40.646446, -73.87392)				0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632521	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	13:00			40.622086	-74.02865	(40.622086, -74.02865)	4 AVENUE                        	87 STREET		1	0	0	0	0	0	1	0	Following Too Closely	Unspecified				3632596	MOTORCYCLE	SPORT UTILITY / STATION WAGON			
03/15/2017	13:00			40.716953	-73.82216	(40.716953, -73.82216)				3	0	0	0	0	0	3	0	Driver Inattention/Distraction	Unspecified				3632676	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	13:02	QUEENS	11368						34-23     110th St                      	0	0	0	0	0	0	0	0	Unspecified					3632301	PASSENGER VEHICLE				
03/15/2017	13:07	BROOKLYN	11230	40.618317	-73.96294	(40.618317, -73.96294)	EAST 12 STREET                  	LOCUST AVENUE		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3633122	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	13:10	BROOKLYN	11234	40.632786	-73.92937	(40.632786, -73.92937)	EAST 49 STREET                  	AVENUE H		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632754	SPORT UTILITY / STATION WAGON				
03/15/2017	13:10	QUEENS	11358	40.76319	-73.80644	(40.76319, -73.80644)	NORTHERN BOULEVARD              	159 STREET		0	0	0	0	0	0	0	0	Unspecified					3632736	SPORT UTILITY / STATION WAGON				
03/15/2017	13:10			40.69911	-73.81233	(40.69911, -73.81233)	ARCHER AVENUE                   			0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632539	PICK-UP TRUCK	SPORT UTILITY / STATION WAGON			
03/15/2017	13:11			40.695995	-73.96742	(40.695995, -73.96742)	PARK AVENUE                     			0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632582	SPORT UTILITY / STATION WAGON	PASSENGER VEHICLE			
03/15/2017	13:15	BROOKLYN	11212	40.669308	-73.9133	(40.669308, -73.9133)			1625      PITKIN AVENUE                 	0	0	0	0	0	0	0	0	Driver Inattention/Distraction					3634266	PICK-UP TRUCK				
03/15/2017	13:15			40.714104	-73.95322	(40.714104, -73.95322)				0	0	0	0	0	0	0	0	Obstruction/Debris					3635917	PASSENGER VEHICLE				
03/15/2017	13:18	BROOKLYN	11210	40.631706	-73.94649	(40.631706, -73.94649)	AVENUE H                        	FLATBUSH AVENUE		0	0	0	0	0	0	0	0	Driver Inexperience	Unspecified				3633109	PASSENGER VEHICLE				
03/15/2017	13:25	BRONX	10460	40.839478	-73.883896	(40.839478, -73.883896)	BOSTON ROAD                     	VYSE AVENUE		0	0	0	0	0	0	0	0	Oversized Vehicle	Unspecified				3632341	SPORT UTILITY / STATION WAGON				
03/15/2017	13:25	BRONX	10474	40.805767	-73.88515	(40.805767, -73.88515)			250       COSTER STREET                 	0	0	0	0	0	0	0	0	Reaction to Other Uninvolved Vehicle	Unspecified				3632565	SPORT UTILITY / STATION WAGON				
03/15/2017	13:25			40.728855	-73.92782	(40.728855, -73.92782)				0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Following Too Closely				3632312	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	13:30	MANHATTAN	10003	40.728977	-73.98495	(40.728977, -73.98495)			240       EAST 10 STREET                	0	0	0	0	0	0	0	0	Unspecified	Unspecified				3632585	PASSENGER VEHICLE	SPORT UTILITY / STATION WAGON			
03/15/2017	13:30	MANHATTAN	10016	40.747627	-73.976746	(40.747627, -73.976746)	3 AVENUE                        	EAST 37 STREET		0	0	0	0	0	0	0	0	Driver Inattention/Distraction	Unspecified				3632568	SPORT UTILITY / STATION WAGON	SPORT UTILITY / STATION WAGON			
03/15/2017	13:30			40.769604	-73.91139	(40.769604, -73.91139)	38 STREET                       	ASTORIA BOULEVARD		0	0	0	0	0	0	0	0	Backing Unsafely	Unspecified				3632336	PASSENGER VEHICLE	PASSENGER VEHICLE			
03/15/2017	13:30						OCEAN PARKWAY                   	SHORE PARKWAY		0	0	0	0	0	0	0	0	Unspecified	Unspecified				3635188	PASSENGER VEHICLE	PICK-UP TRUCK			
